Empresa	Medio de Acceso	Mes	Departamento	Conexiones		
BENJAMÍN SEGUNDO CARDENAS SALDAÑA 		2009-07-01	LIMA	872		
CABLE AMÉRICA S.A		2009-07-01	LIMA	"3,472"		
CABLE CLUB S.R.L.		2009-07-01	MOQUEGUA	"1,196"		
CABLE CLUB S.R.L.		2009-07-01	TACNA	176		
CABLE JAEN S.R.L.		2009-07-01	CAJAMARCA	"2,131"		
CABLE MAX S.A.C		2009-07-01	LIMA	187		
CABLE PLUS S.A.C.		2009-07-01	LIMA	"1,992"		
CABLE SISTEMAS S.R.L.		2009-07-01	APURÍMAC	598		
CABLE VIDEO PERÚ S.A.C.		2009-07-01	LIMA	"6,845"		
CABLE VIRTUAL S.A.C.		2009-07-01	LIMA	340		
CABLE VISIÓN CHACHAPOYAS E.I.R.L		2009-07-01	AMAZONAS	"1,558"		
CABLE VISION CHEPEN SAC		2009-07-01	LA LIBERTAD	979		
CABLE VISIÓN DEL CENTRO S.R.L.		2009-07-01	AYACUCHO	"2,156"		
CABLE VISIÓN DEL CENTRO S.R.L.		2009-07-01	LA LIBERTAD	"1,302"		
CABLE VISIÓN DEL NORTE S.A.C.		2009-07-01	LA LIBERTAD	"2,181"		
CABLE VISIÓN DEL NORTE S.A.C.		2009-07-01	LAMBAYEQUE	522		
CABLE VISION HUANUCO S.A.C. 		2009-07-01	HUÁNUCO	"3,579"		
CABLE VISION HUANUCO S.A.C. 		2009-07-01	JUNÍN	876		
CABLE Visión Ica		2009-07-01	ICA	"6,110"		
CABLE VISION IQUITOS S.A.C.		2009-07-01	LORETO	"5,286"		
CABLE VISION TUMBES S.A.C		2009-07-01	TUMBES	"2,063"		
CABLE VISION ZARUMILLA S.A.C.		2009-07-01	TUMBES	"2,117"		
CABLE YURIMAGUAS S.R.L.		2009-07-01	LORETO	"2,178"		
CABLE ZOFRI S.R.L.		2009-07-01	AREQUIPA	"1,364"		
CABLE ZOFRI S.R.L.		2009-07-01	MOQUEGUA	"2,237"		
CABLEMAX E.I.R.L		2009-07-01	PIURA	"1,387"		
CATV SYSTEMS E.I.R.L.		2009-07-01	LIMA	"25,630"		
CHAVEZ SUING ROLANDO AZEN		2009-07-01	LA LIBERTAD	306		
CJG CABLE S.R.L.		2009-07-01	PASCO	757		
COMUNICACIONES PORCÓN S.A.C.		2009-07-01	CAJAMARCA	"2,824"		
CORPORACION PERUANA DE IMAGEN SATELITAL S.R.L.		2009-07-01	LIMA	"1,425"		
DANTE DANIEL DE LA CRUZ CASTRO		2009-07-01	LIMA	452		
DIRECTV PERU S.R.L		2009-07-01	AMAZONAS	316		
DIRECTV PERU S.R.L		2009-07-01	ANCASH	"1,127"		
DIRECTV PERU S.R.L		2009-07-01	APURÍMAC	235		
DIRECTV PERU S.R.L		2009-07-01	AREQUIPA	"3,689"		
DIRECTV PERU S.R.L		2009-07-01	AYACUCHO	641		
DIRECTV PERU S.R.L		2009-07-01	CAJAMARCA	"2,209"		
DIRECTV PERU S.R.L		2009-07-01	CUSCO	"1,556"		
DIRECTV PERU S.R.L		2009-07-01	HUANCAVELICA	256		
DIRECTV PERU S.R.L		2009-07-01	HUÁNUCO	531		
DIRECTV PERU S.R.L		2009-07-01	ICA	"2,409"		
DIRECTV PERU S.R.L		2009-07-01	JUNÍN	"1,302"		
DIRECTV PERU S.R.L		2009-07-01	LA LIBERTAD	"3,320"		
DIRECTV PERU S.R.L		2009-07-01	LAMBAYEQUE	"1,183"		
DIRECTV PERU S.R.L		2009-07-01	LIMA	"23,291"		
DIRECTV PERU S.R.L		2009-07-01	LORETO	543		
DIRECTV PERU S.R.L		2009-07-01	MADRE DE DIOS	887		
DIRECTV PERU S.R.L		2009-07-01	MOQUEGUA	564		
DIRECTV PERU S.R.L		2009-07-01	PASCO	586		
DIRECTV PERU S.R.L		2009-07-01	PIURA	"2,453"		
DIRECTV PERU S.R.L		2009-07-01	PUNO	"1,293"		
DIRECTV PERU S.R.L		2009-07-01	SAN MARTÍN	789		
DIRECTV PERU S.R.L		2009-07-01	TACNA	718		
DIRECTV PERU S.R.L		2009-07-01	TUMBES	502		
DIRECTV PERU S.R.L		2009-07-01	UCAYALI	"1,027"		
DKR VISION S.R.L.		2009-07-01	AMAZONAS	990		
EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA E.I.R.L.		2009-07-01	LIMA	"3,818"		
FRANCISCO HUGO MENA TIPTO		2009-07-01	CUSCO	363		
GENARO CABRERA CABANILLAS		2009-07-01	LA LIBERTAD	627		
HECTOR RUBIO MORI		2009-07-01	CUSCO	178		
HUASCARAN TELECOM S.A.C.		2009-07-01	ANCASH	"1,934"		
IDALIA VÁSQUEZ SÁNCHEZ		2009-07-01	SAN MARTÍN	587		
J&L  TELE CABLE  23  E.I.R.L 		2009-07-01	SAN MARTÍN	309		
J.R. TELECOM S.R.L.		2009-07-01	LIMA	"5,275"		
JAIME JULIO PACHECO MATILDE		2009-07-01	ANCASH	"1,063"		
LEYDI VISIÓN E.I.R.L.		2009-07-01	AMAZONAS	599		
Manuel Torres (Asociación CABLEvisión San Jacinto)		2009-07-01	ANCASH	904		
MULTIVISIÓN S.R.L.		2009-07-01	AREQUIPA	386		
NEDTEL S.R.L.		2009-07-01	LIMA	846		
OMNISAT COMUNICACIONES Y SERVICIOS S.R.L.		2009-07-01	PIURA	257		
PATELCOM S.R.L.		2009-07-01	LIMA	569		
QRS TV  E.I.R.L.		2009-07-01	CAJAMARCA	110		
QRS TV  E.I.R.L.		2009-07-01	LAMBAYEQUE	"1,064"		
QUICK CONECTION S.A.C.		2009-07-01	PIURA	490		
STAR GLOBAL COM S.A.C.		2009-07-01	AREQUIPA	"8,835"		
STAR GLOBAL COM S.A.C.		2009-07-01	TACNA	"5,857"		
SUPERCABLE TELEVISION S.R.LTDA.		2009-07-01	PIURA	"10,294"		
TELE CABLE MOTUPE S.R.L.		2009-07-01	PIURA	511		
TELECABLE PAITA S.R.L.		2009-07-01	PIURA	"1,965"		
TELECOMUNICACIONES SECHÍN S.A.C.		2009-07-01	LIMA	296		
TELEFÓNICA DEL PERÚ S.A.A.		2009-07-01	ANCASH	522		
TELEFÓNICA DEL PERÚ S.A.A.		2009-07-01	AREQUIPA	"6,918"		
TELEFÓNICA DEL PERÚ S.A.A.		2009-07-01	CUSCO	56		
TELEFÓNICA DEL PERÚ S.A.A.		2009-07-01	ICA	35		
TELEFÓNICA DEL PERÚ S.A.A.		2009-07-01	JUNÍN	412		
TELEFÓNICA DEL PERÚ S.A.A.		2009-07-01	LA LIBERTAD	"3,402"		
TELEFÓNICA DEL PERÚ S.A.A.		2009-07-01	LAMBAYEQUE	"2,832"		
TELEFÓNICA DEL PERÚ S.A.A.		2009-07-01	LIMA	"180,195"		
TELEFÓNICA DEL PERÚ S.A.A.		2009-07-01	PIURA	"1,943"		
TELEFÓNICA DEL PERÚ S.A.A.		2009-07-01	TACNA	15		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	AMAZONAS	679		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	ANCASH	"9,006"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	APURÍMAC	618		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	AREQUIPA	"22,480"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	AYACUCHO	868		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	CAJAMARCA	"2,491"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	CUSCO	"18,286"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	HUANCAVELICA	139		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	HUÁNUCO	781		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	ICA	"3,933"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	JUNÍN	"8,062"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	LA LIBERTAD	"25,537"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	LAMBAYEQUE	"10,152"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	LIMA	"366,329"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	LORETO	"1,530"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	MADRE DE DIOS	832		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	MOQUEGUA	"1,511"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	PASCO	825		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	PIURA	"8,946"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	PUNO	"1,469"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	SAN MARTÍN	"1,124"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	TACNA	"1,862"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	TUMBES	556		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-07-01	UCAYALI	"1,849"		
TELEMUNDO INTERNACIONAL E.I.R.L.		2009-07-01	LIMA	537		
TELEVISION MINERA S.R.L.		2009-07-01	JUNÍN	400		
TELEVISION SATELITAL CONCEPCION S.R.L.		2009-07-01	JUNÍN	229		
TELMEX PERÚ S.A.		2009-07-01	AMAZONAS	3		
TELMEX PERÚ S.A.		2009-07-01	ANCASH	357		
TELMEX PERÚ S.A.		2009-07-01	APURÍMAC	3		
TELMEX PERÚ S.A.		2009-07-01	AREQUIPA	"5,766"		
TELMEX PERÚ S.A.		2009-07-01	CAJAMARCA	210		
TELMEX PERÚ S.A.		2009-07-01	CUSCO	"1,378"		
TELMEX PERÚ S.A.		2009-07-01	HUANCAVELICA	935		
TELMEX PERÚ S.A.		2009-07-01	HUÁNUCO	14		
TELMEX PERÚ S.A.		2009-07-01	ICA	"3,404"		
TELMEX PERÚ S.A.		2009-07-01	JUNÍN	"5,708"		
TELMEX PERÚ S.A.		2009-07-01	LA LIBERTAD	"1,646"		
TELMEX PERÚ S.A.		2009-07-01	LAMBAYEQUE	"7,353"		
TELMEX PERÚ S.A.		2009-07-01	LIMA	"47,396"		
TELMEX PERÚ S.A.		2009-07-01	LORETO	"1,580"		
TELMEX PERÚ S.A.		2009-07-01	PASCO	49		
TELMEX PERÚ S.A.		2009-07-01	PIURA	"2,621"		
TELMEX PERÚ S.A.		2009-07-01	PUNO	"1,055"		
TELMEX PERÚ S.A.		2009-07-01	SAN MARTÍN	2		
TELMEX PERÚ S.A.		2009-07-01	TACNA	22		
TELMEX PERÚ S.A.		2009-07-01	TUMBES	1		
TELMEX PERÚ S.A.		2009-07-01	UCAYALI	"1,873"		
TODO TV VILLA RICA S.R.L		2009-07-01	PASCO	222		
TV - CABLE - CATACAOS E.I.R.L.		2009-07-01	PIURA	559		
VIP CHANNEL S.A.C.		2009-07-01	LIMA	"2,721"		
A & P SERVITEL S.A.C.		2009-08-01	LIMA	93		
ANDRES CULQUI CULQUI		2009-08-01	SAN MARTÍN	400		
ANIBAL ESTRELLA CARTAGENA		2009-08-01	SAN MARTÍN	488		
ANTENAS CABLE VISIÓN SATELITE S.A. 		2009-08-01	LIMA	"6,645"		
ASELEC INGENIEROS SRL		2009-08-01	LIMA	739		
AUREA VIVIANA CIRIACO CABRERA (ELVI TELEVISIÓN)		2009-08-01	LA LIBERTAD	488		
BASILES AREVALO FLORES		2009-08-01	SAN MARTÍN	155		
BENJAMÍN SEGUNDO CARDENAS SALDAÑA 		2009-08-01	LIMA	854		
CABLE AMÉRICA S.A		2009-08-01	LIMA	"3,559"		
CABLE CLUB S.R.L.		2009-08-01	MOQUEGUA	"1,131"		
CABLE CLUB S.R.L.		2009-08-01	TACNA	166		
CABLE JAEN S.R.L.		2009-08-01	CAJAMARCA	"2,138"		
CABLE MAX S.A.C		2009-08-01	LIMA	208		
CABLE PLUS S.A.C.		2009-08-01	LIMA	"1,987"		
CABLE SISTEMAS S.R.L.		2009-08-01	APURÍMAC	612		
CABLE VIDEO PERÚ S.A.C.		2009-08-01	LIMA	"7,022"		
CABLE VIRTUAL S.A.C.		2009-08-01	LIMA	350		
CABLE VISIÓN CHACHAPOYAS E.I.R.L		2009-08-01	AMAZONAS	"1,560"		
CABLE VISION CHEPEN SAC		2009-08-01	LA LIBERTAD	947		
CABLE VISIÓN DEL CENTRO S.R.L.		2009-08-01	AYACUCHO	"2,160"		
CABLE VISIÓN DEL CENTRO S.R.L.		2009-08-01	LA LIBERTAD	"1,303"		
CABLE VISIÓN DEL NORTE S.A.C.		2009-08-01	LA LIBERTAD	"2,197"		
CABLE VISIÓN DEL NORTE S.A.C.		2009-08-01	LAMBAYEQUE	529		
CABLE VISION HUANUCO S.A.C. 		2009-08-01	HUÁNUCO	"3,585"		
CABLE VISION HUANUCO S.A.C. 		2009-08-01	JUNÍN	885		
CABLE Visión Ica		2009-08-01	ICA	"6,087"		
CABLE VISION IQUITOS S.A.C.		2009-08-01	LORETO	"5,293"		
CABLE VISION TUMBES S.A.C		2009-08-01	TUMBES	"2,067"		
CABLE VISION ZARUMILLA S.A.C.		2009-08-01	TUMBES	"2,124"		
CABLE YURIMAGUAS S.R.L.		2009-08-01	LORETO	"2,208"		
CABLE ZOFRI S.R.L.		2009-08-01	AREQUIPA	"1,333"		
CABLE ZOFRI S.R.L.		2009-08-01	MOQUEGUA	"2,205"		
CABLEMAX E.I.R.L		2009-08-01	PIURA	"1,441"		
CATV SYSTEMS E.I.R.L.		2009-08-01	LIMA	"26,211"		
CHAVEZ SUING ROLANDO AZEN		2009-08-01	LA LIBERTAD	315		
CJG CABLE S.R.L.		2009-08-01	PASCO	759		
COMUNICACIONES PORCÓN S.A.C.		2009-08-01	CAJAMARCA	"2,828"		
CORPORACION PERUANA DE IMAGEN SATELITAL S.R.L.		2009-08-01	LIMA	"1,395"		
DANTE DANIEL DE LA CRUZ CASTRO		2009-08-01	LIMA	452		
DIRECTV PERU S.R.L		2009-08-01	AMAZONAS	331		
DIRECTV PERU S.R.L		2009-08-01	ANCASH	"1,177"		
DIRECTV PERU S.R.L		2009-08-01	APURÍMAC	245		
DIRECTV PERU S.R.L		2009-08-01	AREQUIPA	"3,680"		
DIRECTV PERU S.R.L		2009-08-01	AYACUCHO	692		
DIRECTV PERU S.R.L		2009-08-01	CAJAMARCA	"2,252"		
DIRECTV PERU S.R.L		2009-08-01	CUSCO	"1,619"		
DIRECTV PERU S.R.L		2009-08-01	HUANCAVELICA	266		
DIRECTV PERU S.R.L		2009-08-01	HUÁNUCO	564		
DIRECTV PERU S.R.L		2009-08-01	ICA	"2,411"		
DIRECTV PERU S.R.L		2009-08-01	JUNÍN	"1,301"		
DIRECTV PERU S.R.L		2009-08-01	LA LIBERTAD	"3,345"		
DIRECTV PERU S.R.L		2009-08-01	LAMBAYEQUE	"1,179"		
DIRECTV PERU S.R.L		2009-08-01	LIMA	"23,906"		
DIRECTV PERU S.R.L		2009-08-01	LORETO	582		
DIRECTV PERU S.R.L		2009-08-01	MADRE DE DIOS	996		
DIRECTV PERU S.R.L		2009-08-01	MOQUEGUA	565		
DIRECTV PERU S.R.L		2009-08-01	PASCO	596		
DIRECTV PERU S.R.L		2009-08-01	PIURA	"2,432"		
DIRECTV PERU S.R.L		2009-08-01	PUNO	"1,338"		
DIRECTV PERU S.R.L		2009-08-01	SAN MARTÍN	780		
DIRECTV PERU S.R.L		2009-08-01	TACNA	726		
DIRECTV PERU S.R.L		2009-08-01	TUMBES	476		
DIRECTV PERU S.R.L		2009-08-01	UCAYALI	"1,068"		
DKR VISION S.R.L.		2009-08-01	AMAZONAS	"1,006"		
EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA E.I.R.L.		2009-08-01	LIMA	"3,908"		
FRANCISCO HUGO MENA TIPTO		2009-08-01	CUSCO	371		
GENARO CABRERA CABANILLAS		2009-08-01	LA LIBERTAD	627		
HECTOR RUBIO MORI		2009-08-01	CUSCO	170		
HUASCARAN TELECOM S.A.C.		2009-08-01	ANCASH	"1,947"		
IDALIA VÁSQUEZ SÁNCHEZ		2009-08-01	SAN MARTÍN	615		
J&L  TELE CABLE  23  E.I.R.L 		2009-08-01	SAN MARTÍN	324		
J.R. TELECOM S.R.L.		2009-08-01	LIMA	"5,278"		
JAIME JULIO PACHECO MATILDE		2009-08-01	ANCASH	"1,074"		
LEYDI VISIÓN E.I.R.L.		2009-08-01	AMAZONAS	604		
Manuel Torres (Asociación CABLEvisión San Jacinto)		2009-08-01	ANCASH	905		
MULTIVISIÓN S.R.L.		2009-08-01	AREQUIPA	402		
NEDTEL S.R.L.		2009-08-01	LIMA	863		
OMNISAT COMUNICACIONES Y SERVICIOS S.R.L.		2009-08-01	PIURA	263		
PATELCOM S.R.L.		2009-08-01	LIMA	575		
QRS TV  E.I.R.L.		2009-08-01	CAJAMARCA	198		
QRS TV  E.I.R.L.		2009-08-01	LAMBAYEQUE	"1,087"		
QUICK CONECTION S.A.C.		2009-08-01	PIURA	620		
STAR GLOBAL COM S.A.C.		2009-08-01	AREQUIPA	"8,984"		
STAR GLOBAL COM S.A.C.		2009-08-01	TACNA	"5,913"		
SUPERCABLE TELEVISION S.R.LTDA.		2009-08-01	PIURA	"10,542"		
TELE CABLE MOTUPE S.R.L.		2009-08-01	PIURA	"1,376"		
TELECABLE PAITA S.R.L.		2009-08-01	PIURA	"2,004"		
TELECOMUNICACIONES SECHÍN S.A.C.		2009-08-01	LIMA	379		
TELEFÓNICA DEL PERÚ S.A.A.		2009-08-01	ANCASH	545		
TELEFÓNICA DEL PERÚ S.A.A.		2009-08-01	AREQUIPA	"6,995"		
TELEFÓNICA DEL PERÚ S.A.A.		2009-08-01	CUSCO	58		
TELEFÓNICA DEL PERÚ S.A.A.		2009-08-01	ICA	104		
TELEFÓNICA DEL PERÚ S.A.A.		2009-08-01	JUNÍN	428		
TELEFÓNICA DEL PERÚ S.A.A.		2009-08-01	LA LIBERTAD	"3,436"		
TELEFÓNICA DEL PERÚ S.A.A.		2009-08-01	LAMBAYEQUE	"2,878"		
TELEFÓNICA DEL PERÚ S.A.A.		2009-08-01	LIMA	"184,550"		
TELEFÓNICA DEL PERÚ S.A.A.		2009-08-01	LORETO	24		
TELEFÓNICA DEL PERÚ S.A.A.		2009-08-01	PIURA	"2,040"		
TELEFÓNICA DEL PERÚ S.A.A.		2009-08-01	TACNA	34		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	AMAZONAS	671		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	ANCASH	"9,520"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	APURÍMAC	636		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	AREQUIPA	"22,586"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	AYACUCHO	864		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	CAJAMARCA	"2,527"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	CUSCO	"18,149"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	HUANCAVELICA	142		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	HUÁNUCO	849		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	ICA	"3,907"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	JUNÍN	"8,290"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	LA LIBERTAD	"26,187"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	LAMBAYEQUE	"10,286"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	LIMA	"364,624"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	LORETO	"1,624"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	MADRE DE DIOS	867		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	MOQUEGUA	"1,592"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	PASCO	847		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	PIURA	"8,916"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	PUNO	"1,506"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	SAN MARTÍN	"1,157"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	TACNA	"1,855"		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	TUMBES	597		
TELEFÓNICA MULTIMEDIA S.A.C.		2009-08-01	UCAYALI	"1,993"		
TELEMUNDO INTERNACIONAL E.I.R.L.		2009-08-01	LIMA	557		
TELEVISION MINERA S.R.L.		2009-08-01	JUNÍN	400		
TELEVISION SATELITAL CONCEPCION S.R.L.		2009-08-01	JUNÍN	231		
TELMEX PERÚ S.A.		2009-08-01	AMAZONAS	1		
TELMEX PERÚ S.A.		2009-08-01	ANCASH	331		
TELMEX PERÚ S.A.		2009-08-01	APURÍMAC	2		
TELMEX PERÚ S.A.		2009-08-01	AREQUIPA	"6,649"		
TELMEX PERÚ S.A.		2009-08-01	CAJAMARCA	327		
TELMEX PERÚ S.A.		2009-08-01	CUSCO	"1,725"		
TELMEX PERÚ S.A.		2009-08-01	HUANCAVELICA	973		
TELMEX PERÚ S.A.		2009-08-01	HUÁNUCO	12		
TELMEX PERÚ S.A.		2009-08-01	ICA	"3,614"		
TELMEX PERÚ S.A.		2009-08-01	JUNÍN	"6,269"		
TELMEX PERÚ S.A.		2009-08-01	LA LIBERTAD	"2,061"		
TELMEX PERÚ S.A.		2009-08-01	LAMBAYEQUE	"7,418"		
TELMEX PERÚ S.A.		2009-08-01	LIMA	"48,490"		
TELMEX PERÚ S.A.		2009-08-01	LORETO	"1,842"		
TELMEX PERÚ S.A.		2009-08-01	PASCO	49		
TELMEX PERÚ S.A.		2009-08-01	PIURA	"3,089"		
TELMEX PERÚ S.A.		2009-08-01	PUNO	"1,218"		
TELMEX PERÚ S.A.		2009-08-01	SAN MARTÍN	2		
TELMEX PERÚ S.A.		2009-08-01	TACNA	215		
TELMEX PERÚ S.A.		2009-08-01	TUMBES	1		
TELMEX PERÚ S.A.		2009-08-01	UCAYALI	"2,032"		
TODO TV VILLA RICA S.R.L		2009-08-01	PASCO	234		
TV - CABLE - CATACAOS E.I.R.L.		2009-08-01	PIURA	596		
VIP CHANNEL S.A.C.		2009-08-01	LIMA	"2,722"		
A & P SERVITEL S.A.C.		2009-09-01	LIMA	106		
ANDRES CULQUI CULQUI		2009-09-01	SAN MARTÍN	410		
ANIBAL ESTRELLA CARTAGENA		2009-09-01	SAN MARTÍN	495		
ANTENAS CABLE VISIÓN SATELITE S.A. 		2009-09-01	LIMA	"6,768"		
ASELEC INGENIEROS SRL		2009-09-01	LIMA	745		
AUREA VIVIANA CIRIACO CABRERA (ELVI TELEVISIÓN)		2009-09-01	LA LIBERTAD	319		
BASILES AREVALO FLORES		2009-09-01	SAN MARTÍN	156		
BENJAMÍN SEGUNDO CARDENAS SALDAÑA 		2009-09-01	LIMA	839		
CABLE AMÉRICA S.A		2009-09-01	LIMA	"3,644"		
CABLE CLUB S.R.L.		2009-09-01	MOQUEGUA	"1,132"		
CABLE CLUB S.R.L.		2009-09-01	TACNA	164		
CABLE JAEN S.R.L.		2009-09-01	CAJAMARCA	"2,146"		
CABLE MAX S.A.C		2009-09-01	LIMA	287		
CABLE PLUS S.A.C.		2009-09-01	LIMA	"1,994"		
CABLE SISTEMAS S.R.L.		2009-09-01	APURÍMAC	623		
CABLE VIDEO PERÚ S.A.C.		2009-09-01	LIMA	"7,268"		
CABLE VIRTUAL S.A.C.		2009-09-01	LIMA	350		
CABLE VISIÓN CHACHAPOYAS E.I.R.L		2009-09-01	AMAZONAS	"1,557"		
CABLE VISION CHEPEN SAC		2009-09-01	LA LIBERTAD	915		
CABLE VISIÓN DEL CENTRO S.R.L.		2009-09-01	AYACUCHO	"2,164"		
CABLE VISIÓN DEL CENTRO S.R.L.		2009-09-01	LA LIBERTAD	"1,306"		
CABLE VISIÓN DEL NORTE S.A.C.		2009-09-01	LA LIBERTAD	"2,216"		
CABLE VISIÓN DEL NORTE S.A.C.		2009-09-01	LAMBAYEQUE	535		
CABLE VISION HUANUCO S.A.C. 		2009-09-01	HUÁNUCO	"3,595"		
CABLE VISION HUANUCO S.A.C. 		2009-09-01	JUNÍN	896		
CABLE Visión Ica		2009-09-01	ICA	"6,208"		
CABLE VISION IQUITOS S.A.C.		2009-09-01	LORETO	"5,302"		
CABLE VISION TUMBES S.A.C		2009-09-01	TUMBES	"2,072"		
CABLE VISION ZARUMILLA S.A.C.		2009-09-01	TUMBES	"2,138"		
CABLE YURIMAGUAS S.R.L.		2009-09-01	LORETO	"2,209"		
CABLE ZOFRI S.R.L.		2009-09-01	AREQUIPA	"1,318"		
CABLE ZOFRI S.R.L.		2009-09-01	MOQUEGUA	"2,274"		
CABLEMAX E.I.R.L		2009-09-01	PIURA	"1,456"		
CATV SYSTEMS E.I.R.L.		2009-09-01	LIMA	"27,173"		
CHAVEZ SUING ROLANDO AZEN		2009-09-01	LA LIBERTAD	314		
CJG CABLE S.R.L.		2009-09-01	PASCO	762		
COMUNICACIONES PORCÓN S.A.C.		2009-09-01	CAJAMARCA	"2,885"		
CORPORACION PERUANA DE IMAGEN SATELITAL S.R.L.		2009-09-01	LIMA	"1,400"		
DANTE DANIEL DE LA CRUZ CASTRO		2009-09-01	LIMA	455		
DIRECTV PERU S.R.L		2009-09-01	AMAZONAS	331		
DIRECTV PERU S.R.L		2009-09-01	ANCASH	"1,160"		
DIRECTV PERU S.R.L		2009-09-01	APURÍMAC	244		
DIRECTV PERU S.R.L		2009-09-01	AREQUIPA	"3,700"		
DIRECTV PERU S.R.L		2009-09-01	AYACUCHO	753		
DIRECTV PERU S.R.L		2009-09-01	CAJAMARCA	"2,259"		
DIRECTV PERU S.R.L		2009-09-01	CUSCO	"1,632"		
DIRECTV PERU S.R.L		2009-09-01	HUANCAVELICA	254		
DIRECTV PERU S.R.L		2009-09-01	HUÁNUCO	564		
DIRECTV PERU S.R.L		2009-09-01	ICA	"2,388"		
DIRECTV PERU S.R.L		2009-09-01	JUNÍN	"1,295"		
DIRECTV PERU S.R.L		2009-09-01	LA LIBERTAD	"3,373"		
DIRECTV PERU S.R.L		2009-09-01	LAMBAYEQUE	"1,182"		
DIRECTV PERU S.R.L		2009-09-01	LIMA	"24,091"		
DIRECTV PERU S.R.L		2009-09-01	LORETO	581		
DIRECTV PERU S.R.L		2009-09-01	MADRE DE DIOS	"1,006"		
DIRECTV PERU S.R.L		2009-09-01	MOQUEGUA	562		
DIRECTV PERU S.R.L		2009-09-01	PASCO	586		
DIRECTV PERU S.R.L		2009-09-01	PIURA	"2,399"		
DIRECTV PERU S.R.L		2009-09-01	PUNO	"1,361"		
DIRECTV PERU S.R.L		2009-09-01	SAN MARTÍN	794		
DIRECTV PERU S.R.L		2009-09-01	TACNA	727		
DIRECTV PERU S.R.L		2009-09-01	TUMBES	465		
DIRECTV PERU S.R.L		2009-09-01	UCAYALI	"1,077"		
DKR VISION S.R.L.		2009-09-01	AMAZONAS	"1,012"		
EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA E.I.R.L.		2009-09-01	LIMA	"3,932"		
FRANCISCO HUGO MENA TIPTO		2009-09-01	CUSCO	370		
GENARO CABRERA CABANILLAS		2009-09-01	LA LIBERTAD	623		
HECTOR RUBIO MORI		2009-09-01	CUSCO	172		
HUASCARAN TELECOM S.A.C.		2009-09-01	ANCASH	"1,935"		
IDALIA VÁSQUEZ SÁNCHEZ		2009-09-01	SAN MARTÍN	657		
